UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
1984,M16843,M,298.0,307.6,1459,44.4,163,0,No Failure
7350,L54529,L,299.7,310.2,1633,36.5,24,0,No Failure
2199,M17058,M,299.7,308.9,1478,41.0,87,0,No Failure
2122,M16981,M,299.2,308.8,1503,37.4,109,0,No Failure
8086,L55265,L,300.2,311.4,1331,49.8,143,0,No Failure
7530,L54709,L,300.1,311.4,1467,35.7,45,0,No Failure
3918,L51097,L,302.6,311.7,1542,34.1,137,0,No Failure
8828,L56007,L,297.2,308.7,1463,49.9,146,0,No Failure
4876,L52055,L,303.7,312.4,1702,31.2,144,0,No Failure
1364,L48543,L,298.7,310.1,1433,54.6,66,0,No Failure
4296,L51475,L,301.8,310.2,1457,40.4,213,0,No Failure
3350,L50529,L,301.4,310.7,1673,27.8,181,0,No Failure
983,L48162,L,296.2,306.9,1516,39.1,138,0,No Failure
2392,L49571,L,299.2,308.4,1580,32.6,142,0,No Failure
2385,M17244,M,299.1,308.3,1506,38.0,125,0,No Failure
1722,L48901,L,298.2,307.7,1688,32.4,91,0,No Failure
384,M15243,M,297.5,308.6,1842,27.0,133,0,No Failure
2653,L49832,L,299.9,309.5,1772,23.5,167,0,No Failure
6920,L54099,L,301.0,311.5,1444,39.8,197,0,No Failure
2240,L49419,L,299.2,308.6,1381,50.0,193,0,No Failure
3957,M18816,M,302.3,311.4,1500,40.2,30,0,No Failure
4576,M19435,M,302.9,311.0,1437,49.9,55,0,No Failure
5452,L52631,L,303.0,312.7,1361,48.8,120,0,No Failure
3849,L51028,L,302.3,310.9,1720,28.1,178,0,No Failure
6750,L53929,L,301.7,311.0,1585,35.9,185,0,No Failure
834,L48013,L,296.6,307.4,1616,28.0,175,0,No Failure
5796,M20655,M,301.9,311.4,1465,39.9,153,0,No Failure
5814,L52993,L,301.2,311.0,1761,29.1,195,0,No Failure
4413,L51592,L,302.6,310.5,1450,43.2,68,0,No Failure
3343,L50522,L,301.5,310.8,1382,52.4,165,0,No Failure
5708,L52887,L,302.4,311.8,1448,43.4,141,0,No Failure
2890,M17749,M,300.7,309.7,1523,38.2,73,0,No Failure
1693,M16552,M,298.1,307.6,1764,27.7,23,0,No Failure
7645,L54824,L,300.4,311.4,1424,44.6,127,0,No Failure
690,H30103,H,297.6,309.0,1354,55.6,46,0,No Failure
1819,M16678,M,298.1,307.7,1435,40.9,147,0,No Failure
5665,M20524,M,302.2,311.4,1539,35.1,24,0,No Failure
589,L47768,L,297.6,309.4,1628,33.4,229,0,No Failure
9672,L56851,L,299.0,310.2,1412,44.1,246,0,No Failure
9833,L57012,L,298.4,309.2,2118,17.7,210,0,No Failure
9676,M24535,M,299.0,310.2,1298,57.2,10,0,No Failure
7662,L54841,L,300.5,311.6,1575,32.5,168,0,No Failure
1968,L49147,L,297.9,307.6,1589,37.8,120,0,No Failure
4701,L51880,L,303.5,311.7,1620,31.0,141,0,No Failure
558,M15417,M,297.5,309.4,1433,48.3,139,0,No Failure
2636,H32049,H,299.9,309.6,1462,51.0,119,0,No Failure
7952,M22811,M,300.9,311.8,1843,24.5,25,0,No Failure
2460,L49639,L,299.0,308.6,1297,54.2,110,0,No Failure
6964,H36377,H,300.7,311.0,1981,19.9,99,0,No Failure
3058,L50237,L,300.1,309.1,1400,46.7,77,0,No Failure
598,H30011,H,297.6,309.6,1428,46.6,13,0,No Failure
3772,M18631,M,302.3,311.0,1384,49.7,192,0,No Failure
3441,L50620,L,301.3,310.3,1460,41.5,197,0,No Failure
7935,M22794,M,300.8,311.9,1621,28.3,211,0,No Failure
8452,L55631,L,298.5,310.0,1435,42.5,25,0,No Failure
5253,L52432,L,303.5,313.0,1322,59.5,71,0,No Failure
475,L47654,L,297.4,309.1,1478,49.8,150,0,No Failure
9732,L56911,L,298.8,310.0,1389,49.6,149,0,No Failure
9119,L56298,L,297.6,308.6,1526,42.1,57,0,No Failure
2883,L50062,L,300.6,309.6,1684,32.8,53,0,No Failure
9511,M24370,M,299.2,310.4,1504,43.3,37,0,No Failure
4875,L52054,L,303.8,312.5,1619,30.9,142,0,No Failure
918,L48097,L,295.3,305.7,1475,51.0,187,0,No Failure
3117,L50296,L,300.0,309.2,1566,34.4,18,0,No Failure
972,L48151,L,295.9,306.6,1557,41.1,113,0,No Failure
2707,M17566,M,299.6,309.1,1560,37.1,73,0,No Failure
9781,M24640,M,298.8,309.8,1477,46.7,59,0,No Failure
1431,L48610,L,298.9,310.0,1378,49.3,18,0,No Failure
3848,M18707,M,302.3,311.0,1450,45.7,175,0,No Failure
1769,M16628,M,298.3,307.8,1485,42.0,13,0,No Failure
722,L47901,L,297.5,308.9,1696,30.9,133,0,No Failure
3154,M18013,M,300.5,309.9,1483,49.3,124,0,No Failure
7629,L54808,L,300.5,311.7,1619,32.7,85,0,No Failure
4337,H33750,H,301.6,309.9,1423,53.6,95,0,No Failure
2885,L50064,L,300.6,309.6,1409,42.4,57,0,No Failure
6812,L53991,L,300.9,310.6,1504,46.4,129,0,No Failure
9485,L56664,L,298.9,309.6,1663,33.7,195,0,No Failure
137,H29550,H,298.7,308.5,1420,45.7,143,0,No Failure
6697,L53876,L,301.7,310.9,1636,31.3,42,0,No Failure
4631,L51810,L,302.9,311.2,1751,23.8,196,0,No Failure
2894,M17753,M,300.7,309.6,1568,35.2,82,0,No Failure
2591,L49770,L,299.0,308.7,1396,48.6,0,0,No Failure
8830,M23689,M,297.3,308.8,1469,44.1,150,0,No Failure
8692,L55871,L,297.1,308.5,1555,36.2,0,0,No Failure
6193,L53372,L,301.0,310.9,1428,45.3,47,0,No Failure
1685,L48864,L,297.8,307.3,1438,44.5,3,0,No Failure
4741,L51920,L,303.3,311.5,1601,35.2,10,0,No Failure
9180,H38593,H,297.9,309.1,1435,44.7,8,0,No Failure
4050,L51229,L,301.8,310.8,1505,41.2,33,0,No Failure
6528,L53707,L,301.2,310.4,1516,44.4,53,0,No Failure
9140,L56319,L,297.5,308.5,1536,36.9,108,0,No Failure
3650,L50829,L,302.2,311.5,1481,40.4,93,0,No Failure
3983,L51162,L,302.2,311.3,1475,48.6,104,0,No Failure
3144,H32557,H,300.6,310.0,1419,42.4,90,0,No Failure
1086,L48265,L,297.0,307.8,1385,56.4,202,1,Overstrain Failure
9399,H38812,H,297.7,308.2,1526,40.1,165,0,No Failure
7021,L54200,L,300.8,310.8,1460,53.8,41,0,No Failure
7486,L54665,L,300.3,311.6,1595,38.8,154,0,No Failure
2530,M17389,M,298.8,308.6,1571,33.7,61,0,No Failure
1981,M16840,M,298.0,307.6,1301,58.5,155,0,No Failure
2417,L49596,L,299.0,308.4,1571,38.6,5,0,No Failure
9448,M24307,M,298.1,308.9,1323,51.7,88,0,No Failure
6364,M21223,M,300.0,309.6,1618,36.2,53,0,No Failure
6336,M21195,M,300.4,309.8,1430,43.4,198,0,No Failure
4391,M19250,M,302.2,310.1,1421,45.4,9,0,No Failure
149,M15008,M,298.3,308.3,1379,48.0,181,0,No Failure
6960,L54139,L,300.6,311.0,1543,34.7,89,0,No Failure
8656,L55835,L,297.3,308.3,1268,60.6,119,0,No Failure
7445,L54624,L,300.2,311.7,1286,55.1,42,0,No Failure
3735,M18594,M,302.2,311.2,1873,24.0,99,0,No Failure
3941,L51120,L,302.3,311.5,1395,54.2,198,0,No Failure
3813,L50992,L,302.0,310.6,1392,50.0,84,0,No Failure
9975,L57154,L,298.6,308.2,1361,68.2,172,1,Power Failure
2523,M17382,M,298.8,308.7,1543,38.2,44,0,No Failure
8074,L55253,L,300.5,312.0,1558,36.7,113,0,No Failure
2677,L49856,L,299.7,309.3,1592,34.2,8,0,No Failure
6053,L53232,L,300.9,311.0,2003,20.2,138,0,No Failure
275,L47454,L,298.1,308.0,1652,28.5,63,0,No Failure
4535,L51714,L,302.4,310.2,1633,28.0,164,0,No Failure
6322,L53501,L,300.7,310.2,1286,64.9,160,0,No Failure
4770,H34183,H,303.6,311.9,1544,37.1,88,0,No Failure
5491,L52670,L,302.6,312.1,1288,68.5,0,1,Power Failure
1756,L48935,L,298.0,307.3,1424,46.5,185,0,No Failure
7616,L54795,L,300.5,311.4,1442,47.0,53,0,No Failure
4582,L51761,L,303.0,311.2,1601,32.9,69,0,No Failure
6556,H35969,H,301.5,310.7,1394,46.7,130,0,No Failure
2495,L49674,L,299.1,308.8,1329,53.6,207,1,Overstrain Failure
3582,M18441,M,301.8,310.6,1459,40.2,128,0,No Failure
8798,L55977,L,297.2,308.3,1569,31.2,63,0,No Failure
8145,M23004,M,299.7,311.0,1506,42.7,85,0,No Failure
2475,L49654,L,298.9,308.5,1503,40.6,145,0,No Failure
9549,L56728,L,299.6,311.1,1521,37.2,131,0,No Failure
1882,L49061,L,298.0,307.6,1548,45.8,111,0,No Failure
6125,M20984,M,300.9,310.9,1727,30.1,102,0,No Failure
1382,M16241,M,298.8,310.2,1583,35.7,116,0,No Failure
8718,L55897,L,297.1,308.7,1474,42.3,64,0,No Failure
9896,L57075,L,298.8,309.4,1387,54.1,171,0,No Failure
8300,L55479,L,298.7,310.0,1637,31.8,42,0,No Failure
4870,L52049,L,303.7,312.4,1718,26.5,130,0,No Failure
4335,L51514,L,301.6,309.8,1472,42.5,91,0,No Failure
1477,L48656,L,298.4,309.5,1692,28.3,136,0,No Failure
288,L47467,L,298.2,308.3,1805,31.6,96,0,No Failure
2496,M17355,M,299.1,308.8,1491,41.0,209,0,No Failure
7886,L55065,L,300.7,312.3,1590,36.3,93,0,No Failure
2046,M16905,M,299.3,309.1,1703,31.3,120,0,No Failure
5185,L52364,L,304.0,313.0,1397,42.4,113,0,No Failure
373,M15232,M,297.4,308.3,1405,51.7,108,0,No Failure
3858,H33271,H,302.4,311.2,1506,40.8,204,0,No Failure
4492,H33905,H,302.6,310.4,1409,53.3,52,0,No Failure
5483,L52662,L,302.6,312.1,1782,26.8,198,0,No Failure
247,L47426,L,297.9,308.1,1585,33.5,212,0,No Failure
2133,L49312,L,299.4,309.0,1660,28.4,139,0,No Failure
3411,L50590,L,301.2,310.3,1451,39.7,123,0,No Failure
5904,L53083,L,300.9,310.5,1894,21.9,188,0,No Failure
7462,L54641,L,300.0,311.5,1749,28.3,83,0,No Failure
1586,L48765,L,298.2,308.3,1400,48.7,194,0,No Failure
1341,L48520,L,298.6,310.2,1569,36.3,10,0,No Failure
6270,M21129,M,300.9,310.5,1444,43.2,27,0,No Failure
3275,L50454,L,301.3,310.0,1665,31.4,0,0,No Failure
2601,L49780,L,299.3,309.0,1422,47.3,25,0,No Failure
2517,L49696,L,298.8,308.5,1736,29.0,31,0,No Failure
5222,L52401,L,303.9,313.0,1626,31.4,209,0,No Failure
2442,L49621,L,299.1,308.5,1676,31.0,69,0,No Failure
2427,M17286,M,298.9,308.2,1372,63.6,30,1,Power Failure
680,L47859,L,297.8,309.2,1372,47.3,15,0,No Failure
5713,L52892,L,302.2,311.7,1330,54.6,154,0,No Failure
927,L48106,L,295.6,306.1,1372,55.6,215,1,Overstrain Failure
6284,L53463,L,301.3,310.8,1719,29.5,62,0,No Failure
5208,M20067,M,303.8,312.7,1488,41.3,175,0,No Failure
8480,L55659,L,298.6,309.7,1627,33.4,99,0,No Failure
3323,L50502,L,301.5,310.5,1351,52.9,116,0,No Failure
8261,H37674,H,299.1,310.6,1332,48.0,148,0,No Failure
4721,M19580,M,303.4,311.7,1353,44.1,192,1,Heat Dissipation Failure
9903,H39316,H,298.7,309.3,1402,45.3,190,0,No Failure
3313,L50492,L,301.4,310.4,1639,28.9,94,0,No Failure
5427,L52606,L,302.6,312.3,1554,42.0,58,0,No Failure
5353,M20212,M,303.4,312.8,1590,36.3,113,0,No Failure
7501,L54680,L,300.2,311.8,1410,51.4,189,0,No Failure
4916,H34329,H,303.5,312.3,1386,49.0,35,0,No Failure
2486,L49665,L,298.8,308.6,1593,35.5,175,0,No Failure
7539,M22398,M,300.2,311.4,1450,38.5,68,0,No Failure
8896,H38309,H,297.4,308.6,1461,40.1,126,0,No Failure
4998,M19857,M,303.6,312.8,2659,11.4,26,1,Power Failure
8470,M23329,M,298.6,309.7,1280,64.1,71,0,No Failure
2421,H31834,H,298.8,308.2,1450,44.7,14,0,No Failure
8530,M23389,M,298.5,309.4,1522,47.4,20,0,No Failure
3646,L50825,L,302.2,311.5,1413,43.5,83,0,No Failure
6875,H36288,H,300.9,311.3,1295,58.9,77,0,No Failure
7173,M22032,M,300.1,310.1,1402,46.6,10,0,No Failure
8495,L55674,L,298.3,309.5,1542,36.7,134,0,No Failure
4197,M19056,M,302.5,311.0,1563,35.6,190,0,No Failure
1083,H30496,H,297.1,307.9,1420,39.8,192,0,No Failure
1765,H31178,H,298.2,307.6,1318,55.7,0,0,No Failure
5975,L53154,L,300.5,310.7,1488,39.4,159,0,No Failure
5007,M19866,M,303.7,312.8,1366,47.3,49,0,No Failure
7268,L54447,L,300.5,310.5,1695,26.7,28,0,No Failure
3508,M18367,M,301.7,310.8,1502,34.4,157,0,No Failure
9564,M24423,M,299.8,311.1,1763,25.5,171,0,No Failure
6060,L53239,L,300.9,311.0,2235,15.8,156,0,No Failure
7125,M21984,M,300.8,310.3,1868,24.5,95,0,No Failure
3974,L51153,L,302.3,311.4,1535,41.8,77,0,No Failure
957,H30370,H,295.6,306.2,1632,32.2,76,0,No Failure
8310,M23169,M,298.7,310.0,1459,40.2,69,0,No Failure
3743,L50922,L,302.4,311.4,1564,35.0,122,0,No Failure
2869,L50048,L,300.8,309.7,1418,46.6,12,0,No Failure
82,L47261,L,298.9,308.9,1450,47.5,9,0,No Failure
6418,L53597,L,300.3,309.9,1540,39.9,203,0,No Failure
1669,L48848,L,298.2,307.9,1551,34.1,190,0,No Failure
7053,H36466,H,300.6,310.4,1510,42.8,124,0,No Failure
8311,L55490,L,298.7,309.9,1465,39.7,72,0,No Failure
5505,L52684,L,302.8,312.2,1458,51.0,42,0,No Failure
7452,L54631,L,300.3,311.8,1508,43.1,57,0,No Failure
7895,M22754,M,300.8,312.6,1588,35.6,114,0,No Failure
2989,M17848,M,300.6,309.8,1532,42.5,130,0,No Failure
1666,H31079,H,298.2,307.9,1491,39.7,181,0,No Failure
9702,L56881,L,298.8,309.8,1485,42.4,74,0,No Failure
7761,M22620,M,300.4,311.7,1511,33.0,200,0,No Failure
405,L47584,L,297.3,308.6,1297,45.9,184,0,No Failure
1582,M16441,M,298.2,308.3,1560,33.0,181,0,No Failure
9438,M24297,M,298.1,308.7,1527,43.0,56,0,No Failure
3937,L51116,L,302.5,311.5,1985,18.8,190,0,No Failure
1764,L48943,L,298.2,307.6,1511,31.0,209,1,Tool Wear Failure
4069,L51248,L,301.9,310.7,1405,48.8,78,0,No Failure
8726,M23585,M,297.1,308.5,1515,42.1,81,0,No Failure
9687,L56866,L,299.1,310.1,1486,40.7,39,0,No Failure
3775,M18634,M,302.4,311.1,1480,45.7,200,0,No Failure
3090,H32503,H,300.1,309.3,1520,38.2,158,0,No Failure
6517,H35930,H,301.1,310.0,1470,40.1,23,0,No Failure
1632,L48811,L,298.0,308.0,1433,39.2,87,0,No Failure
1711,L48890,L,298.2,307.8,1530,35.9,68,0,No Failure
7307,L54486,L,300.1,310.5,1356,45.8,126,0,No Failure
1576,L48755,L,298.2,308.3,2057,18.0,168,0,No Failure
9327,L56506,L,298.6,309.3,1677,31.2,180,0,No Failure
5674,L52853,L,302.2,311.6,1462,50.0,51,0,No Failure
1430,M16289,M,298.9,310.0,1456,43.8,15,0,No Failure
563,L47742,L,297.6,309.5,1574,30.9,151,0,No Failure
7391,M22250,M,299.7,310.5,1490,41.2,126,0,No Failure
5361,L52540,L,303.3,312.6,1463,44.0,140,0,No Failure
1568,L48747,L,298.1,308.2,1521,39.3,151,0,No Failure
1628,L48807,L,297.9,307.8,1499,37.5,78,0,No Failure
2399,L49578,L,299.2,308.5,1490,43.2,158,0,No Failure
8512,L55691,L,298.4,309.7,1457,44.2,175,0,No Failure
4065,L51244,L,301.9,310.7,1480,47.1,68,0,No Failure
1025,L48204,L,296.2,307.3,1711,29.9,42,0,No Failure
7183,L54362,L,300.3,310.3,2158,16.8,32,0,No Failure
6902,L54081,L,301.0,311.7,1547,34.5,152,0,No Failure
9402,M24261,M,297.7,308.2,1720,25.6,174,0,No Failure
6158,L53337,L,301.1,311.2,1774,29.6,186,0,No Failure
1954,L49133,L,297.9,307.7,1593,34.9,83,0,No Failure
1708,L48887,L,298.2,307.8,1439,41.6,62,0,No Failure
4548,M19407,M,302.5,310.4,1451,53.6,194,0,No Failure
2008,L49187,L,298.6,308.4,1562,34.4,25,0,No Failure
422,M15281,M,297.3,308.3,1657,31.1,8,0,No Failure
9350,M24209,M,298.2,308.7,1599,36.2,28,0,No Failure
9546,L56725,L,299.6,311.0,1430,38.3,124,0,No Failure
7694,L54873,L,300.6,311.6,1964,21.4,15,0,No Failure
9808,L56987,L,298.2,309.0,1413,55.0,145,0,No Failure
1570,M16429,M,298.1,308.2,1654,35.3,155,0,No Failure
4368,H33781,H,302.0,309.9,1447,42.8,185,0,No Failure
235,L47414,L,298.2,308.4,1478,42.9,183,0,No Failure
447,L47626,L,297.5,308.6,1452,39.0,72,0,No Failure
842,L48021,L,296.6,307.5,1439,45.5,199,0,No Failure
688,M15547,M,297.7,309.0,1531,42.4,38,0,No Failure
9828,M24687,M,298.3,309.3,1376,57.0,198,0,No Failure
7509,M22368,M,300.5,311.9,1730,27.5,209,0,No Failure
5272,L52451,L,303.6,313.0,1534,39.7,115,0,No Failure
2716,M17575,M,299.5,309.0,1701,28.6,98,0,No Failure
7066,L54245,L,300.8,310.6,1384,52.9,165,0,No Failure
4158,L51337,L,302.0,310.5,1263,60.6,90,1,Heat Dissipation Failure
5503,L52682,L,302.6,312.1,1439,52.3,35,0,No Failure
8442,L55621,L,298.6,309.9,1630,30.6,2,0,No Failure
7856,M22715,M,300.3,311.8,1592,32.1,11,0,No Failure
6940,M21799,M,300.7,311.3,1348,53.0,35,0,No Failure
6534,L53713,L,301.3,310.7,1504,47.2,74,0,No Failure
7186,L54365,L,300.3,310.4,1672,29.2,39,0,No Failure
6701,H36114,H,301.6,310.9,1419,50.2,51,0,No Failure
590,L47769,L,297.6,309.4,1491,40.2,231,0,No Failure
6807,L53986,L,301.1,310.8,1608,32.9,119,0,No Failure
7790,L54969,L,300.2,311.5,1495,38.5,69,0,No Failure
7076,L54255,L,300.7,310.5,1536,47.4,192,0,No Failure
7303,L54482,L,300.1,310.5,1494,44.2,117,0,No Failure
3426,M18285,M,301.5,310.5,1623,33.5,157,0,No Failure
3765,L50944,L,302.4,311.0,1329,54.6,176,0,No Failure
9980,L57159,L,298.5,308.3,1334,49.8,186,0,No Failure
3066,M17925,M,300.1,309.2,1687,27.7,95,0,Random Failures
8203,L55382,L,299.3,310.9,1669,32.4,5,0,No Failure
2808,M17667,M,299.9,309.3,1452,41.9,106,0,No Failure
7753,M22612,M,300.4,311.7,1832,24.2,179,0,No Failure
1497,L48676,L,298.0,308.7,1268,69.4,189,1,Power Failure
8291,M23150,M,298.9,310.6,1679,35.8,14,0,No Failure
6832,L54011,L,301.1,311.0,1565,52.3,183,0,No Failure
8357,M23216,M,298.6,309.6,1344,59.4,200,0,No Failure
3690,L50869,L,302.1,311.4,1889,22.7,194,0,No Failure
1652,L48831,L,298.0,307.8,1414,51.7,140,0,No Failure
1226,H30639,H,297.1,308.3,1492,41.5,141,0,No Failure
5603,L52782,L,302.9,312.1,1334,54.7,88,0,No Failure
2091,L49270,L,299.5,309.2,1393,47.3,20,0,No Failure
1070,M15929,M,296.9,307.8,1840,24.6,157,0,No Failure
4308,L51487,L,301.4,309.9,1259,63.9,20,1,Heat Dissipation Failure
5791,M20650,M,301.7,311.2,1563,34.5,139,0,No Failure
638,L47817,L,298.2,309.7,1585,37.4,118,0,No Failure
7793,H37206,H,300.1,311.4,1485,40.4,75,0,No Failure
1631,L48810,L,297.9,307.9,1412,44.5,85,0,No Failure
8130,L55309,L,300.0,311.3,1520,39.2,43,0,No Failure
1726,M16585,M,298.3,307.8,1392,50.4,101,0,No Failure
1060,M15919,M,296.7,307.9,1874,21.3,130,0,No Failure
1503,L48682,L,298.0,308.7,1462,48.2,204,0,No Failure
3640,L50819,L,302.4,311.6,1622,35.0,68,0,No Failure
592,H30005,H,297.5,309.3,1525,41.7,235,0,No Failure
5151,L52330,L,304.3,313.5,1590,29.8,17,0,No Failure
5234,L52413,L,303.6,312.9,1450,45.3,29,0,No Failure
477,L47656,L,297.4,309.0,1570,37.9,154,0,No Failure
2915,H32328,H,300.6,309.6,1888,20.5,133,0,No Failure
159,M15018,M,298.4,308.2,1499,40.0,211,0,No Failure
1757,M16616,M,298.1,307.4,1363,60.1,187,0,No Failure
5172,M20031,M,304.2,313.4,1329,54.5,75,0,No Failure
3658,L50837,L,302.1,311.5,1477,45.4,111,0,No Failure
9237,L56416,L,298.1,308.7,1556,31.6,145,0,No Failure
6307,L53486,L,301.0,310.4,1563,34.4,124,0,No Failure
686,M15545,M,297.7,309.0,1636,29.7,32,0,No Failure
897,L48076,L,295.5,306.1,1573,35.1,129,0,No Failure
5062,L52241,L,304.0,312.9,1363,62.5,200,1,Overstrain Failure
9330,L56509,L,298.5,309.1,1474,41.3,189,0,No Failure
6692,M21551,M,301.7,311.0,1510,47.8,27,0,No Failure
2810,L49989,L,299.9,309.2,1598,34.6,111,0,No Failure
2424,M17283,M,298.9,308.2,2022,20.0,23,0,No Failure
4250,L51429,L,302.5,310.9,1330,56.9,97,1,Heat Dissipation Failure
8192,M23051,M,299.6,310.9,1630,29.8,206,0,No Failure
6038,L53217,L,300.7,311.1,1426,46.2,97,0,No Failure
3995,L51174,L,302.3,311.4,1434,40.3,133,0,No Failure
668,L47847,L,297.5,308.9,1459,48.5,193,0,No Failure
3535,M18394,M,302.0,311.1,1769,26.0,10,0,No Failure
4531,L51710,L,302.5,310.4,1487,42.0,152,0,No Failure
1654,L48833,L,298.0,307.8,1386,57.3,147,0,No Failure
5424,L52603,L,302.6,312.3,1647,31.8,52,0,No Failure
8218,L55397,L,299.1,310.6,1577,37.1,44,0,No Failure
6008,M20867,M,300.7,310.6,1349,54.5,19,0,No Failure
1687,H31100,H,297.9,307.3,1663,28.7,7,0,No Failure
8851,L56030,L,297.6,309.0,1491,43.2,7,0,No Failure
7863,M22722,M,300.5,312.0,1382,54.1,27,0,No Failure
7297,H36710,H,300.0,310.4,1881,21.9,102,0,No Failure
6619,M21478,M,301.6,310.6,1309,65.8,75,1,Power Failure
5094,M19953,M,304.0,313.3,1415,52.8,82,0,No Failure
8096,L55275,L,300.2,311.7,1493,48.3,167,0,No Failure
315,M15174,M,297.9,308.5,1300,53.0,172,0,No Failure
3747,H33160,H,302.5,311.3,1393,47.5,130,0,No Failure
5986,L53165,L,300.7,310.7,1314,42.4,198,0,No Failure
7448,M22307,M,300.3,311.9,1677,30.8,48,0,No Failure
3777,L50956,L,302.5,311.1,1538,36.8,208,0,No Failure
1638,L48817,L,297.9,307.8,1665,33.9,102,0,No Failure
2900,L50079,L,300.6,309.4,1410,40.6,99,0,No Failure
678,L47857,L,297.9,309.2,1478,39.7,10,0,No Failure
1225,L48404,L,297.1,308.3,1763,25.7,139,0,No Failure
6219,H35632,H,301.0,310.6,1366,50.6,106,0,No Failure
9950,M24809,M,298.2,307.8,1411,53.4,110,0,No Failure
1908,L49087,L,297.9,307.6,1504,42.4,180,0,No Failure
7652,M22511,M,300.4,311.5,1476,32.6,144,0,No Failure
5511,L52690,L,302.8,312.1,1418,51.4,54,0,No Failure
8034,L55213,L,300.7,311.9,1485,38.8,9,0,No Failure
3186,L50365,L,300.1,309.3,1685,27.1,203,0,No Failure
9963,L57142,L,298.2,307.9,1429,49.4,141,0,No Failure
3325,L50504,L,301.5,310.6,1578,34.1,120,0,No Failure
4581,L51760,L,303.0,311.2,1494,37.0,67,0,No Failure
8021,H37434,H,300.9,312.0,1720,27.9,202,0,No Failure
1938,L49117,L,298.2,308.0,1411,42.4,48,0,No Failure
9132,H38545,H,297.6,308.6,1463,46.7,85,0,No Failure
6649,L53828,L,301.5,310.4,1488,41.1,151,0,No Failure
1428,L48607,L,298.7,309.8,1394,40.3,11,0,No Failure
5371,H34784,H,303.0,312.4,1627,37.1,168,0,No Failure
9814,L56993,L,298.3,309.1,1387,52.3,160,0,No Failure
3537,L50716,L,302.0,311.0,1632,34.2,18,0,No Failure
5506,L52685,L,302.8,312.2,1746,27.4,44,0,No Failure
9486,L56665,L,298.9,309.6,1589,34.2,197,0,No Failure
3316,M18175,M,301.5,310.6,1492,43.0,100,0,No Failure
9647,L56826,L,299.4,310.4,1582,31.7,181,0,No Failure
6981,L54160,L,300.8,311.3,1505,45.5,141,0,No Failure
3829,M18688,M,302.3,310.8,1762,27.8,127,0,No Failure
2914,L50093,L,300.7,309.6,1541,34.6,131,0,No Failure
4616,L51795,L,303.0,311.3,1793,29.3,157,0,No Failure
9551,M24410,M,299.5,311.0,1451,43.3,136,0,No Failure
3851,M18710,M,302.3,311.0,1421,41.3,182,0,No Failure
9172,M24031,M,297.7,308.8,1388,45.6,190,0,No Failure
5136,L52315,L,304.1,313.3,1883,24.5,190,0,No Failure
8688,M23547,M,297.2,308.5,1604,34.9,200,0,No Failure
6147,M21006,M,301.1,311.1,1470,40.6,159,0,No Failure
5561,L52740,L,302.4,311.9,1541,37.9,192,0,No Failure
8212,L55391,L,299.2,310.6,1675,33.3,28,0,No Failure
3516,M18375,M,301.9,311.1,1605,40.0,179,0,No Failure
1850,L49029,L,297.7,307.2,1668,32.7,31,0,No Failure
6580,L53759,L,301.3,310.4,1501,41.6,192,0,No Failure
2819,L49998,L,300.2,309.5,1729,28.4,131,0,No Failure
2956,M17815,M,300.7,309.5,1439,43.8,41,0,No Failure
6660,L53839,L,301.3,310.3,1626,31.3,180,0,No Failure
5110,M19969,M,304.0,313.4,1389,45.8,123,0,No Failure
8478,H37891,H,298.5,309.6,1579,33.5,91,0,No Failure
7323,H36736,H,299.8,310.2,1573,33.3,168,0,No Failure
787,L47966,L,296.9,308.1,1741,28.8,60,0,No Failure
2346,L49525,L,299.2,308.4,1475,38.7,22,0,No Failure
7334,M22193,M,299.9,310.4,1367,53.3,201,0,No Failure
9396,L56575,L,297.7,308.2,1500,39.9,158,0,No Failure
4538,L51717,L,302.3,310.2,1548,35.3,170,0,No Failure
2548,L49727,L,299.2,309.1,1578,38.1,109,0,No Failure
5715,L52894,L,302.2,311.8,1618,36.0,158,0,No Failure
8622,M23481,M,297.6,308.5,1431,52.6,26,0,No Failure
9455,L56634,L,298.4,309.2,1583,35.4,112,0,No Failure
7997,M22856,M,301.0,312.2,1499,41.5,140,0,No Failure
6624,M21483,M,301.7,310.7,1442,41.1,89,0,No Failure
685,L47864,L,297.7,309.0,1538,43.2,30,0,No Failure
4968,L52147,L,303.9,312.6,1426,53.4,172,0,No Failure
8510,M23369,M,298.4,309.7,1870,22.5,170,0,No Failure
4005,L51184,L,302.0,311.1,1373,55.7,157,0,No Failure
1858,L49037,L,297.7,307.4,1643,36.5,55,0,No Failure
4634,L51813,L,303.0,311.2,1382,50.5,203,0,No Failure
294,H29707,H,298.1,308.5,1392,44.8,111,0,No Failure
3602,L50781,L,301.7,310.5,1377,43.1,183,0,No Failure
4510,L51689,L,302.4,310.1,1429,43.7,104,0,No Failure
6143,L53322,L,300.9,310.9,1755,27.9,148,0,No Failure
8508,L55687,L,298.4,309.7,1518,39.8,165,0,No Failure
1288,L48467,L,298.5,309.6,1419,41.5,105,0,No Failure
7419,M22278,M,300.2,311.4,1427,39.7,196,0,No Failure
3506,L50685,L,301.6,310.8,1726,26.7,150,0,No Failure
